"eword","hword","egrammar"
"sell out","विश्वासघाथ","Verb"
"sell out","बिकना","Verb"
"sell out","सभी टिअक्ट बिकना","Verb"
"sell out of","बिकवाना","Verb"
"sell out to","बेच देना","Verb"
"sell short","सितारा मछली","Verb"
"sell short","कम आँकना","Verb"
"sell short","धोखा देना","Verb"
"sell short","कम 
आँकना","Verb"
"sell soul","ईमान बेचना","Verb"
"sell soul to the 
devil","ईमान बेचना","Verb"
"sell soul to the devil","ईमान बेचना","Verb"
"sell up","सम्पति बेच देना","Verb"
"sellable","विक्रेय","Adjective"
"seller","विक्रेता","Noun"
"seller","बैकर्ता","Noun"
"sellers market","विक्रेता बाज़ार","Noun"
"sellers market","विक्रेता 
बाज़ार","Noun"
"selling 
price","विक्रय मूल्य","Noun"
"selling point","आकर्षक अंगअ","Noun"
"selling price","विक्रय मूल्य","Noun"
"sellotape","सेलोटेप","Noun"
"sellotape","सेलोटेप से चिपकाना","Verb"
"sellotape","सेलो टेप","Noun"
"selva","उष्णकटिबंधी प्रचुर वर्षा वन","Noun"
"selvage","कपड़े की गोट","Noun"
"selves","स्वयं","Adjective"
"semantic","शब्दार्थगत","Adjective"
"semantic","अर्थगत","Adjective"
"semantic 
relation","अर्थगत संबंध","Noun"
"semantic error","अर्थगत चूक","Noun"
"semantic memory","अर्थगत स्मृति","Noun"
"semantic relation","अर्थगत संबंध","Noun"
"semantic role","अर्थगत भूमिका","Noun"
"semantically","अर्थ की दृष्टि 
से","Adverb"
"semantically","अर्थ की दृष्टि से","Adverb"
"semanticist","अर्थविज्ञानी","Noun"
"semantics","शब्दार्थ विज्ञान","Noun"
"semaphore","संकेत से प्रकट 
करना","Verb"
"semaphore","संकेत 
पद्धति से संदेश भेजना","Verb"
"semaphore","संकेत पद्धति","Noun"
"semaphore","संकेत स्तंभ","Noun"
"semaphore","सङ्केत स्तम्भ","Noun"
"semaphore","संकेत पद्धति से संदेश भेजना","Verb"
"semaphore","संकेत से प्रकट करना","Verb"
"semaphore","संकेत से सूचित करना","Verb"
"semaphore","सङ्केत पद्धति","Noun"
"semaphore plant","सरिवन","Noun"
"semaphoric","संकेतात्मक","Noun"
"semaphorically","सेमाफ़ोर संकेत पद्धति के द्वारा","Noun"
"semaphorically","सेमाफ़ोर 
संकेत पद्धति के द्वारा","Noun"
"semaphorist","सेमाफ़ोर संकेत पद्धति संचालक","Noun"
"semaphorist","सेमाफ़ोर 
संकेत पद्धति संचालक","Noun"
"semblance","झलक","Noun"
"semblance","सादृश्य","Noun"
"semen","वीर्य","Noun"
"semen","मनी","Noun"
"semen","गंदा पानी","Noun"
"semester","अर्ध 
वार्षिक 
पाठ्यक्रम","Noun"
"semester","अर्ध वार्षिक पाठ्यक्रम","Noun"
"semester","सत्र","Noun"
"semi","अर्ध","Noun"
"semi","सेमीई","Noun"
"semi breve","स्वर","Noun"
"semi calcined","अर्ध भस्मित","Noun"
"semi circle","अर्द्धवृत्त","Noun"
"semi circle","अर्ध वृत्त","Noun"
"semi colon","अर्ध विराम","Noun"
"semi concious","अर्धचेतना","Adjective"
"semi conductor","अर्धचालक","Noun"
"semi conscious","अर्धचेतन","Noun"
"semi conscious","अर्द्धमूर्च्छित","adjective"
"semi definite","अर्द्धनिश्चित","adjective"
"semi detached","एक तरफ़ से जुड़ा हुआ","Noun"
"semi detached","एक 
तरफ़ से जुड़ा 
हुआ","Noun"
"semi detached","जुड़वा","Adjective"
"semi final","उपान्त/सेमीफायीनल","Noun"
"semi finalist","उपान्त्य","Noun"
"semi official","अर्द्धसरकारी","adjective"
"semi permeable","अर्द्धपारगम्य","adjective"
"semi precious","अल्प मूल्य","Adjective"
"semi skilled","अर्धकुशल कर्मचारी का","Noun"
"semi skilled","अर्ध कुशल","Adjective"
"semi skilled","अर्धकुशल","Noun"
"semi skilled","अर्धकुशल कर्मचारी 
का","Noun"
"semi vowel","अर्थस्वर","Noun"
"semi vowel","अर्धस्वर","Noun"
"semiaquatic","अंशजलीय","Adjective"
"semiautomatic","अर्द्धस्वचल","adjective"
"semibreve","अर्धस्वर","Noun"
"semicircle","अर्धवृत्त","Noun"
"semicircular","अर्धवृत्ताकार","Adjective"
"semicolon","अर्धविराम","Noun"
"semiconductor","अर्धचालक","Noun"
"semiconsciousness","अर्धचेतनावस्था","Noun"
"semidetached","एक तरफ़ से जुड़ा हुआ","Adjective"
"semifinal","सेमिफाइनल","Noun"
"semifinal","उपान्त","Noun"
"semifinalist","उपान्त खिलाड़ी","Noun"
"semifinalist","उपान्त 
खिलाड़ी","Noun"
"semilunar","अर्ध चन्द्र के सामान","adjective"
"seminal","बीजीय","Adjective"
"seminal","शुक्रीय","Adjective"
"seminal","अत्यंत प्रभावशाली","Adjective"
"seminal","अत्यंत 
प्रभावशाली","Adjective"
"seminal","शुक्र सम्बन्धी","Adjective"
"seminal 
duct","वीर्यवाहिनी","Noun"
"seminal duct","वीर्यवाहिनी","Noun"
"seminar","परिसंवाद","Noun"
"seminar","सेमिनार","Noun"
"seminar","अध्ययन गोष्ठी","Noun"
"seminary","धर्मप्रशिक्षणालय","Noun"
"seminary","निजी शिक्षणालय","Noun"
"seminary","निजी 
शिक्षणालय","Noun"
"seminary","पादरियों की शिक्षा संस्था","Noun"
"seminary","गुरुकुल","Noun"
"seminate","बीज बोना","Verb"
"semiotic","संकेत विज्ञानी","Adjective"
"semiotical","संकेत विज्ञानी","Adjective"
"semiotical","संकेत 
विज्ञानी","Adjective"
"semiotician","अर्थविज्ञानी","Noun"
"semiotics","लक्षण विज्ञान","Noun"
"semiotics","संकेत् विज्ञान","Noun"
